restaurant_id,cuisines,primary_cuisine,aggregate_rating,price_range,average_cost_for_two,votes,popularity_score
18449824,"burger, fast food",burger,2.8,1,200,4,0.3
5413,"fast food, chinese",fast food,2.7,1,350,12,0.3
18285208,"fast food, chinese",fast food,2.9,1,250,7,0.3
306185,north indian,north indian,2.7,1,300,5,0.3
312073,"pizza, fast food",pizza,2.5,2,700,6,0.3
312054,"fast food, chinese, bakery",fast food,3.1,1,300,14,0.3
301912,fast food,fast food,3.0,1,100,4,0.3
18372661,"north indian, south indian, chinese, fast food",north indian,3.1,1,300,4,0.3
5499,"street food, chinese, mithai",street food,3.3,1,150,12,0.3
302005,"north indian, fast food",north indian,3.1,1,300,10,0.3
306179,"chinese, north indian, fast food",chinese,3.0,1,300,4,0.3
302057,bakery,bakery,3.1,1,100,7,0.3
302729,north indian,north indian,3.0,1,150,5,0.3
313067,"bakery, fast food",bakery,3.1,1,300,4,0.3
18133491,"bakery, street food",bakery,3.2,1,350,11,0.3
18204464,"north indian, chinese",north indian,2.7,2,500,11,0.3
5412,north indian,north indian,3.0,1,200,6,0.3
18358654,"beverages, fast food",beverages,2.8,1,200,9,0.3
309167,"fast food, bakery",fast food,3.0,1,400,10,0.3
301903,street food,street food,2.8,1,50,6,0.3
302757,street food,street food,2.8,1,50,4,0.3
310625,"fast food, south indian, chinese, mithai",fast food,2.9,1,250,4,0.3
312171,north indian,north indian,3.0,1,300,5,0.3
9209,"north indian, south indian, chinese, street food",north indian,2.8,1,400,7,0.3
18291240,"north indian, chinese, south indian",north indian,2.8,1,300,6,0.3
307946,"ice cream, desserts, fast food",ice cream,3.0,1,200,8,0.3
18203182,"chinese, south indian, north indian",chinese,2.7,1,400,6,0.3
302047,north indian,north indian,2.9,1,200,7,0.3
307140,"north indian, chinese",north indian,2.8,2,650,12,0.3
302835,street food,street food,0.0,1,50,3,0.3
9108,"mithai, street food, north indian",mithai,0.0,1,200,3,0.3
9116,"bakery, fast food",bakery,0.0,1,100,3,0.3
18401212,"chinese, north indian, fast food",chinese,0.0,1,250,2,0.3
18437128,desserts,desserts,0.0,1,250,2,0.3
18331594,"pizza, fast food",pizza,0.0,2,600,2,0.3
18381265,"chinese, fast food",chinese,0.0,1,250,0,0.3
18312449,"raw meats, fast food",raw meats,0.0,1,350,3,0.3
18372672,"street food, chinese",street food,0.0,1,250,2,0.3
18363058,fast food,fast food,0.0,1,300,2,0.3
310581,street food,street food,0.0,1,100,3,0.3
301914,"north indian, mughlai",north indian,0.0,1,250,2,0.3
5470,north indian,north indian,0.0,1,200,1,0.3
18358206,south indian,south indian,0.0,1,200,3,0.3
17989106,chinese,chinese,0.0,1,300,2,0.3
18419501,fast food,fast food,0.0,1,200,2,0.3
307950,north indian,north indian,0.0,1,400,3,0.3
18354634,"fast food, chinese",fast food,0.0,1,250,2,0.3
306180,"north indian, chinese",north indian,0.0,1,200,3,0.3
301907,"desserts, street food",desserts,0.0,1,150,2,0.3
18358165,"mughlai, north indian",mughlai,0.0,1,450,2,0.3
18372666,chinese,chinese,0.0,1,100,3,0.3
18499450,"north indian, chinese",north indian,0.0,1,400,3,0.3
18500618,"north indian, chinese",north indian,0.0,1,400,1,0.3
18014109,north indian,north indian,2.4,1,400,4,0.3
8257,cafe,cafe,2.6,1,450,33,0.3
18291214,"fast food, chinese",fast food,2.6,1,300,23,0.3
1547,"north indian, chinese, mughlai",north indian,2.7,3,1200,132,0.3
18219520,"pizza, fast food",pizza,3.4,2,700,25,0.3
18378036,lebanese,lebanese,2.9,1,200,5,0.3
18311958,beverages,beverages,3.3,1,400,25,0.3
8979,south indian,south indian,3.4,1,250,99,0.3
8215,chinese,chinese,2.8,1,450,7,0.3
2009,"mughlai, north indian",mughlai,3.4,2,600,193,0.3
6042,"desserts, ice cream",desserts,3.0,1,250,38,0.3
308816,north indian,north indian,2.8,1,400,5,0.3
308785,"north indian, chinese, fast food",north indian,2.6,3,1200,86,0.3
309769,fast food,fast food,2.5,1,250,18,0.3
3779,"american, fast food, salad, healthy food",american,2.5,2,500,163,0.3
6127,"north indian, mughlai",north indian,2.7,3,1500,307,0.3
4982,"mughlai, north indian",mughlai,2.9,2,600,9,0.3
4677,"north indian, mughlai",north indian,2.5,2,600,88,0.3
8265,"fast food, burger",fast food,3.6,2,500,160,0.3
312352,cafe,cafe,3.9,1,350,96,0.3
18285699,"tibetan, chinese",tibetan,3.5,1,350,54,0.3
304987,fast food,fast food,2.3,1,350,45,0.3
305386,"north indian, mughlai",north indian,2.4,2,600,117,0.3
474,"north indian, mughlai",north indian,2.2,3,1000,79,0.7744360902255639
252,"italian, pizza, fast food",italian,2.4,3,1000,224,0.7218045112781954
5851,"chinese, seafood, japanese",chinese,2.4,3,1500,43,0.3
404,chinese,chinese,2.0,2,900,191,0.7593984962406015
3072,chinese,chinese,3.4,2,600,398,0.3
234,"fast food, north indian, desserts, ice cream",fast food,3.0,3,1100,145,0.8195488721804511
308,"south indian, north indian",south indian,2.8,2,600,133,0.631578947368421
311305,"continental, seafood, north indian",continental,3.3,4,2200,89,0.3
1509,"bakery, desserts, fast food",bakery,3.7,1,350,248,0.3
18089255,"chinese, thai, fast food",chinese,3.8,2,650,122,0.3
18369756,"burger, american, fast food",burger,3.8,2,850,123,0.3
18416856,"chinese, thai",chinese,3.9,3,1000,40,0.3
306554,"american, fast food",american,3.8,3,1000,619,0.3
18287390,"continental, italian, north indian, chinese, lebanese",continental,3.8,2,900,43,0.3
1060,"chinese, italian, north indian",chinese,3.8,2,900,286,0.3
306859,"chinese, thai",chinese,3.7,2,800,164,0.3
308621,"mughlai, north indian",mughlai,3.5,2,800,170,0.3
18218321,mughlai,mughlai,3.5,2,900,95,0.3
18337788,"continental, american, italian",continental,3.9,2,950,191,0.3
2778,"chinese, seafood",chinese,3.6,3,1500,361,0.3
18292485,"north indian, mughlai, biryani",north indian,3.8,2,650,141,0.3
18423898,cafe,cafe,3.8,3,1000,20,0.3
308246,"cafe, american, italian, north indian, chinese",cafe,3.7,2,700,185,0.3
18289277,asian,asian,0.0,2,800,2,0.3
18264997,"cafe, bakery",cafe,4.2,2,700,193,0.3
18144479,chinese,chinese,4.1,2,650,173,0.3
18431179,"north indian, mughlai",north indian,4.2,2,900,62,0.3
307032,"north indian, mughlai",north indian,2.9,2,800,252,0.3
305243,"pizza, fast food",pizza,2.8,2,700,145,0.3
9177,"south indian, north indian",south indian,3.3,2,600,87,0.3
308697,"north indian, chinese, south indian, mithai",north indian,3.3,2,650,199,0.3
3507,"american, fast food, salad, healthy food",american,2.5,2,500,131,0.3
18350121,"biryani, hyderabadi",biryani,3.9,2,750,105,0.3
311345,"north indian, mughlai, biryani",north indian,3.9,2,600,380,0.3
1492,"american, fast food",american,3.6,2,500,277,0.3
310169,"north indian, mughlai",north indian,3.7,2,850,364,0.3
312535,"bakery, desserts, fast food",bakery,3.2,1,350,22,0.3
535,cafe,cafe,3.3,2,650,47,0.8721804511278195
304281,"mithai, street food",mithai,3.3,1,150,28,0.3
7392,"bakery, desserts, fast food",bakery,3.1,1,150,14,0.3
2122,chinese,chinese,3.4,1,400,20,0.3
302438,"north indian, south indian, mughlai",north indian,2.9,2,900,6,0.3
309789,bakery,bakery,3.1,1,250,9,0.3
313412,"japanese, chinese, asian, malaysian, thai, vietnamese",japanese,2.8,3,1500,9,0.3
7360,"raw meats, north indian, fast food",raw meats,3.3,1,350,23,0.3
4317,chinese,chinese,2.7,1,300,26,0.3
18458099,"fast food, north indian",fast food,3.1,1,150,8,0.3
2124,"north indian, mughlai",north indian,3.1,2,600,31,0.3
2204,"bakery, fast food",bakery,3.2,1,400,28,0.3
305403,"bakery, desserts",bakery,3.3,1,300,18,0.3
775,"italian, pizza, bakery",italian,2.8,2,700,299,0.7593984962406015
18247024,"north indian, chinese",north indian,3.3,3,1100,52,0.3
303244,"fast food, north indian",fast food,3.1,1,300,9,0.3
300262,fast food,fast food,3.3,1,200,40,0.3
18458332,"chinese, fast food",chinese,3.5,1,300,37,0.3
7391,cafe,cafe,3.6,2,600,80,0.3
18198434,"bakery, desserts",bakery,3.6,1,450,34,0.3
18371408,"pizza, fast food",pizza,3.5,2,900,21,0.3
308007,"finger food, continental, italian",finger food,3.7,3,1700,76,0.3
18227685,"north indian, south indian",north indian,0.0,1,250,0,0.3
18394443,"bakery, fast food",bakery,0.0,1,400,1,0.3
18312585,cafe,cafe,0.0,1,450,2,0.3
18358669,north indian,north indian,0.0,1,300,2,0.3
18279461,"ice cream, desserts",ice cream,0.0,1,400,3,0.3
18463329,bakery,bakery,0.0,1,200,1,0.3
18277185,mughlai,mughlai,0.0,3,1000,2,0.3
18358667,"north indian, street food",north indian,0.0,1,200,1,0.3
18415363,bakery,bakery,0.0,1,200,0,0.3
18440933,"bakery, desserts",bakery,0.0,2,500,1,0.3
18397698,"chinese, mughlai, north indian",chinese,0.0,2,600,0,0.3
18492083,"bakery, fast food",bakery,0.0,2,600,0,0.3
18289247,"cafe, european",cafe,4.3,4,2000,114,0.3
8530,"street food, bakery",street food,2.8,1,50,7,0.3
8501,"mithai, street food",mithai,2.9,1,150,16,0.3
8520,"south indian, chinese",south indian,3.0,1,350,31,0.3
311184,"north indian, chinese",north indian,2.8,2,500,7,0.3
18217007,north indian,north indian,3.2,1,400,13,0.3
18342098,"north indian, mughlai, chinese",north indian,3.1,1,400,36,0.3
311231,"pizza, fast food",pizza,2.6,2,700,17,0.3
310876,"chinese, fast food",chinese,3.3,1,450,32,0.3
18265408,"ice cream, desserts",ice cream,3.0,1,300,5,0.3
312517,"beverages, fast food",beverages,3.4,1,250,31,0.3
312783,"north indian, mughlai",north indian,3.3,1,350,30,0.3
307920,"north indian, chinese",north indian,2.9,2,550,14,0.3
311253,north indian,north indian,2.9,1,200,4,0.3
307290,"raw meats, fast food",raw meats,2.9,1,400,10,0.3
8532,mithai,mithai,3.1,1,100,16,0.3
18323036,bakery,bakery,3.0,1,200,4,0.3
18325165,"fast food, chinese",fast food,3.7,1,400,32,0.3
311248,north indian,north indian,0.0,1,300,3,0.3
18424207,"mithai, street food",mithai,0.0,1,150,0,0.3
18420697,desserts,desserts,0.0,1,150,0,0.3
18424648,"mithai, street food",mithai,0.0,1,100,0,0.3
18376497,"north indian, south indian, chinese",north indian,0.0,1,300,0,0.3
18377898,north indian,north indian,0.0,1,200,0,0.3
18423889,north indian,north indian,0.0,1,100,0,0.3
18424638,north indian,north indian,0.0,1,150,0,0.3
18424661,north indian,north indian,0.0,1,250,0,0.3
18375390,north indian,north indian,0.0,1,100,2,0.3
18377902,chinese,chinese,0.0,1,350,1,0.3
18430246,bakery,bakery,0.0,1,350,1,0.3
18425318,bakery,bakery,0.0,1,300,0,0.3
18336496,fast food,fast food,0.0,1,300,3,0.3
18429388,"north indian, street food",north indian,0.0,1,200,0,0.3
18499026,bakery,bakery,0.0,1,300,0,0.3
18424202,north indian,north indian,0.0,1,50,0,0.3
18434964,biryani,biryani,0.0,1,150,0,0.3
18377909,"chinese, fast food",chinese,0.0,1,250,0,0.3
18390095,street food,street food,0.0,1,150,2,0.3
18423894,street food,street food,0.0,1,100,3,0.3
18414502,"hyderabadi, biryani",hyderabadi,0.0,1,400,1,0.3
18419424,"north indian, mughlai",north indian,0.0,2,500,0,0.3
18377900,mughlai,mughlai,0.0,1,400,0,0.3
18424582,raw meats,raw meats,0.0,1,150,0,0.3
18424654,"mithai, fast food",mithai,0.0,1,150,0,0.3
18424650,north indian,north indian,0.0,2,500,0,0.3
18423118,north indian,north indian,0.0,1,400,0,0.3
18251459,bakery,bakery,0.0,1,400,1,0.3
18424208,"biryani, north indian",biryani,0.0,1,150,0,0.3
18424656,north indian,north indian,0.0,1,200,0,0.3
18375387,pizza,pizza,0.0,1,400,0,0.3
18424200,biryani,biryani,0.0,1,150,0,0.3
18377895,"north indian, chinese",north indian,0.0,1,200,1,0.3
300961,"chinese, north indian, south indian",chinese,0.0,1,250,3,0.3
18424640,north indian,north indian,0.0,1,150,0,0.3
18424584,south indian,south indian,0.0,1,200,2,0.3
18424188,biryani,biryani,0.0,1,100,0,0.3
18372694,street food,street food,0.0,1,50,0,0.3
18371398,"north indian, south indian",north indian,0.0,1,100,1,0.3
18409206,"fast food, north indian",fast food,0.0,1,300,0,0.3
18429386,"fast food, street food",fast food,0.0,1,100,0,0.3
18396190,"chinese, north indian",chinese,0.0,1,400,0,0.3
18424192,"biryani, north indian",biryani,0.0,1,150,0,0.3
18499493,"chinese, north indian",chinese,0.0,2,500,0,0.3
18322647,"cafe, north indian, chinese",cafe,3.3,2,800,43,0.3
6654,chinese,chinese,3.1,1,300,25,0.3
300941,north indian,north indian,3.4,1,300,43,0.3
18263693,chinese,chinese,3.1,1,300,10,0.3
18245248,italian,italian,3.0,1,200,16,0.3
305275,"north indian, chinese",north indian,3.4,2,500,168,0.3
18337490,fast food,fast food,3.3,1,200,12,0.3
312364,"south indian, chinese",south indian,3.3,1,350,27,0.3
312422,north indian,north indian,2.9,1,200,19,0.3
18359295,"north indian, chinese",north indian,3.1,1,400,15,0.3
307369,"north indian, chinese, fast food",north indian,3.3,2,800,732,0.3
308811,"continental, chinese, italian, cafe",continental,3.4,2,800,430,0.3
18273624,"continental, mexican",continental,4.6,2,900,1136,0.3
18175303,"burger, fast food",burger,3.8,1,300,114,0.3
310532,"cafe, mexican, italian, north indian, chinese",cafe,3.8,2,600,429,0.3
312420,fast food,fast food,3.5,1,250,65,0.3
308155,"north indian, chinese, continental, italian, mexican, lebanese",north indian,3.5,2,700,349,0.3
305856,"american, italian, cafe",american,3.6,2,500,480,0.3
308950,north indian,north indian,3.6,1,400,314,0.3
17977767,"cafe, continental, italian",cafe,3.7,2,800,344,0.3
18359288,"mithai, fast food",mithai,3.5,1,150,18,0.3
1199,"chinese, thai, tibetan, japanese",chinese,3.9,2,800,419,0.3
312365,street food,street food,3.5,1,150,27,0.3
17989097,"cafe, north indian, continental, chinese",cafe,3.5,2,700,359,0.3
18233584,"cafe, italian, continental, mexican, mediterranean",cafe,3.6,2,500,555,0.3
18241524,"north indian, continental, italian, chinese",north indian,4.1,2,900,506,0.3
301700,"cafe, italian, fast food",cafe,4.3,2,600,3986,0.3
303849,"bakery, desserts, fast food",bakery,4.2,1,400,741,0.3
18258484,"north indian, continental, chinese, italian",north indian,4.1,2,800,636,0.3
18157386,fast food,fast food,4.4,1,200,163,0.3
18455949,"fast food, bakery",fast food,4.0,1,350,90,0.3
18337907,"north indian, mughlai",north indian,3.4,1,300,19,0.3
18441677,"chinese, south indian",chinese,0.0,1,300,0,0.3
18355037,"north indian, mughlai",north indian,3.3,1,250,15,0.3
18124369,"desserts, fast food",desserts,3.3,1,300,23,0.3
18221405,"burger, fast food",burger,3.4,1,300,28,0.3
302166,north indian,north indian,2.8,1,150,14,0.3
8696,cafe,cafe,3.0,1,400,41,0.3
6925,cafe,cafe,3.0,1,450,16,0.3
300459,bakery,bakery,2.7,1,200,11,0.3
2403,"north indian, chinese",north indian,2.6,2,500,20,0.3
8695,mughlai,mughlai,3.3,1,400,55,0.3
311396,fast food,fast food,2.9,1,350,6,0.3
18333392,bakery,bakery,3.0,1,400,6,0.3
18287378,"chinese, north indian",chinese,3.2,2,750,20,0.3
307195,"chinese, fast food",chinese,3.3,2,850,16,0.3
300440,"fast food, bakery",fast food,3.2,1,100,17,0.3
4793,north indian,north indian,2.6,1,350,44,0.3
18478982,pizza,pizza,3.1,2,600,5,0.3
18322639,"chinese, biryani, north indian",chinese,3.0,1,300,5,0.3
18285737,street food,street food,3.3,1,100,26,0.3
18204810,"mithai, street food",mithai,3.1,1,100,8,0.3
301380,chinese,chinese,3.3,1,300,21,0.3
18277000,"north indian, mughlai",north indian,3.2,2,600,13,0.3
300461,chinese,chinese,3.4,1,300,33,0.3
3654,"fast food, chinese",fast food,2.6,2,500,33,0.3
18264996,"bakery, fast food, pizza",bakery,3.1,1,200,8,0.3
301377,"south indian, fast food",south indian,3.3,1,300,33,0.3
8680,north indian,north indian,3.0,1,200,10,0.3
18246995,north indian,north indian,2.8,1,350,31,0.3
4785,"south indian, fast food",south indian,3.1,1,300,34,0.3
2402,"chinese, north indian",chinese,2.8,2,600,20,0.3
300406,mughlai,mughlai,3.1,1,300,12,0.3
311390,"pizza, fast food",pizza,3.1,2,650,24,0.3
4164,"bakery, fast food",bakery,2.7,1,350,44,0.3
18365391,north indian,north indian,3.3,1,350,15,0.3
8508,"raw meats, fast food",raw meats,3.1,1,400,17,0.3
1305,"chinese, north indian",chinese,2.8,1,400,37,0.3
18245289,south indian,south indian,3.2,1,250,10,0.3
18057797,"raw meats, fast food",raw meats,3.2,1,300,9,0.3
300472,"north indian, mughlai",north indian,3.1,1,400,23,0.3
18247014,"north indian, south indian",north indian,3.4,2,550,23,0.3
4790,chinese,chinese,2.8,1,450,11,0.3
8707,mithai,mithai,3.0,1,100,4,0.3
302183,desserts,desserts,3.0,1,100,4,0.3
4792,"south indian, chinese",south indian,3.3,1,350,42,0.3
2362,south indian,south indian,3.4,1,250,35,0.3
4338,"north indian, chinese",north indian,2.6,2,800,43,0.3
309198,"american, fast food, salad, healthy food",american,2.6,2,500,28,0.3
300457,bakery,bakery,3.2,1,200,17,0.3
312201,"north indian, chinese",north indian,3.4,3,1150,40,0.3
3657,chinese,chinese,3.4,2,600,26,0.3
310640,"north indian, mughlai, chinese",north indian,3.2,2,600,49,0.3
309323,"north indian, chinese",north indian,3.2,3,1100,31,0.3
311333,"fast food, north indian",fast food,3.1,1,300,7,0.3
5925,street food,street food,2.6,1,100,42,0.3
312448,ice cream,ice cream,3.5,1,300,36,0.3
311600,"north indian, fast food",north indian,3.5,2,700,56,0.3
18365871,cafe,cafe,0.0,2,600,3,0.3
18466393,"chinese, fast food",chinese,0.0,1,300,1,0.3
18258762,"bakery, fast food",bakery,0.0,1,200,3,0.3
18489507,north indian,north indian,0.0,2,500,2,0.3
3665,"chinese, north indian",chinese,2.3,2,600,26,0.3
309473,chinese,chinese,2.8,1,350,14,0.3
8502,mithai,mithai,2.9,1,100,5,0.3
18303857,"bakery, desserts, fast food, pizza, burger, finger food",bakery,3.4,1,400,33,0.3
6264,"north indian, chinese",north indian,3.3,1,450,114,0.3
18419896,healthy food,healthy food,3.1,1,350,7,0.3
18291215,fast food,fast food,3.2,1,200,12,0.3
18264964,"chinese, north indian",chinese,3.0,1,400,6,0.3
18420420,"chinese, fast food",chinese,3.3,1,300,12,0.3
310604,"cafe, north indian, continental",cafe,2.6,2,600,54,0.3
18225627,"bakery, fast food",bakery,3.1,1,450,5,0.3
6251,"bakery, fast food",bakery,2.5,1,400,51,0.3
6253,"chinese, fast food",chinese,3.3,1,400,21,0.3
18249080,bakery,bakery,3.2,1,400,10,0.3
18364535,"south indian, north indian",south indian,2.9,1,400,4,0.3
18128871,"north indian, chinese",north indian,3.5,2,500,37,0.3
18124355,"cafe, italian",cafe,3.8,2,600,122,0.3
304598,"chinese, north indian",chinese,3.6,2,800,126,0.3
18380891,"chinese, north indian",chinese,3.6,1,300,35,0.3
18458629,"north indian, chinese",north indian,3.6,2,500,26,0.3
6240,"north indian, chinese",north indian,3.6,2,600,168,0.3
18420428,fast food,fast food,0.0,1,200,0,0.3
18418262,"mithai, bakery",mithai,0.0,1,150,0,0.3
18418276,"north indian, chinese, mughlai",north indian,0.0,2,500,0,0.3
18421469,mithai,mithai,0.0,1,300,0,0.3
18421467,chinese,chinese,0.0,1,150,0,0.3
18446390,fast food,fast food,0.0,1,100,0,0.3
18421471,bakery,bakery,0.0,1,300,0,0.3
18377897,desserts,desserts,0.0,1,300,1,0.3
18419871,bakery,bakery,0.0,1,200,0,0.3
18420424,south indian,south indian,0.0,1,250,0,0.3
18377901,"north indian, south indian",north indian,0.0,1,300,0,0.3
18291232,"bakery, desserts",bakery,0.0,1,250,0,0.3
18445361,north indian,north indian,0.0,1,400,0,0.3
1613,"chinese, fast food, north indian, south indian, street food, mithai",chinese,2.4,1,350,29,0.3
18216911,"north indian, chinese, bakery",north indian,2.2,1,400,64,0.3
310440,"north indian, chinese",north indian,2.4,1,300,10,0.3
4740,north indian,north indian,2.6,1,300,19,0.3
2044,"street food, north indian, south indian, mithai",street food,3.4,1,400,35,0.3
306064,"north indian, street food, mithai",north indian,3.0,1,250,24,0.3
6553,"mithai, street food, north indian",mithai,3.2,1,150,8,0.3
18363089,ice cream,ice cream,0.0,1,200,0,0.3
18294257,chinese,chinese,0.0,1,200,0,0.3
349,fast food,fast food,3.4,1,350,86,0.6691729323308271
3455,"american, fast food, salad, healthy food",american,2.1,2,500,152,0.3
1115,"chinese, seafood, japanese",chinese,3.5,3,1500,178,0.3
311506,"american, fast food",american,3.4,2,500,86,0.3
3974,north indian,north indian,3.5,1,400,216,0.3
18163893,fast food,fast food,3.7,1,400,83,0.3
313093,"chinese, fast food",chinese,4.1,1,400,491,0.3
18384135,beverages,beverages,3.1,1,400,5,0.3
18337772,"street food, north indian",street food,3.2,2,600,17,0.3
18316173,"american, fast food, salad, healthy food",american,3.1,2,500,25,0.3
18336491,chinese,chinese,3.1,1,350,8,0.3
18306524,"biryani, hyderabadi",biryani,3.6,3,1000,22,0.3
18390311,chinese,chinese,0.0,2,500,3,0.3
18446491,"north indian, south indian, fast food, street food, chinese, beverages, desserts, mithai",north indian,0.0,2,550,3,0.3
18334400,fast food,fast food,0.0,2,600,3,0.3
18474934,"tea, fast food",tea,0.0,1,300,1,0.3
18416747,"ice cream, beverages, fast food",ice cream,0.0,1,300,0,0.3
18415376,"healthy food, beverages",healthy food,0.0,2,600,3,0.3
18446483,"mughlai, north indian",mughlai,0.0,3,1000,1,0.3
18409199,"mughlai, north indian",mughlai,0.0,2,650,2,0.3
18446485,"italian, pizza, fast food",italian,0.0,2,800,0,0.3
18439530,"bakery, italian, chinese, mexican",bakery,0.0,2,700,3,0.3
18279456,"north indian, continental",north indian,2.7,2,600,33,0.3
304475,fast food,fast food,3.3,1,150,39,0.3
311971,chinese,chinese,3.1,1,400,9,0.3
1918,"mithai, street food",mithai,3.3,1,250,28,0.3
3467,"raw meats, north indian, fast food",raw meats,3.1,1,350,30,0.3
18265698,chinese,chinese,2.7,2,600,5,0.3
7457,chinese,chinese,2.7,1,300,52,0.3
18175274,chinese,chinese,2.9,1,350,5,0.3
3469,"north indian, mughlai",north indian,3.2,2,600,46,0.3
2605,"mughlai, chinese, north indian",mughlai,3.0,3,1000,42,0.3
4640,fast food,fast food,2.7,1,400,128,0.3
928,"north indian, mughlai",north indian,3.2,1,450,30,0.6691729323308271
312756,asian,asian,2.7,1,400,8,0.3
309505,north indian,north indian,3.0,1,450,25,0.3
9890,"mithai, street food",mithai,3.9,1,150,109,0.3
954,"south indian, north indian, chinese",south indian,3.7,2,500,334,0.6691729323308271
18357525,fast food,fast food,0.0,1,150,2,0.3
18265700,mughlai,mughlai,0.0,1,300,3,0.3
18252382,fast food,fast food,0.0,1,350,0,0.3
18478967,"north indian, south indian, mithai",north indian,0.0,1,300,0,0.3
18311920,raw meats,raw meats,0.0,1,300,1,0.3
18455876,"bakery, desserts",bakery,0.0,1,200,1,0.3
18478987,north indian,north indian,0.0,1,450,1,0.3
18479000,south indian,south indian,0.0,1,200,0,0.3
18478997,"street food, fast food",street food,0.0,1,100,0,0.3
18492061,bakery,bakery,0.0,1,200,0,0.3
18349925,chinese,chinese,0.0,1,200,0,0.3
18492065,biryani,biryani,0.0,1,200,0,0.3
310480,fast food,fast food,0.0,1,150,1,0.3
18144471,"pizza, fast food",pizza,0.0,1,450,0,0.3
18466972,"bakery, desserts",bakery,0.0,1,350,0,0.3
18429376,mughlai,mughlai,0.0,2,600,0,0.3
18354968,"fast food, beverages",fast food,0.0,1,200,1,0.3
18441542,"mughlai, north indian",mughlai,0.0,2,500,0,0.3
18445274,"lebanese, north indian, fast food",lebanese,0.0,1,250,0,0.3
18168147,chinese,chinese,0.0,1,350,0,0.3
18429375,mughlai,mughlai,0.0,1,250,0,0.3
310479,north indian,north indian,0.0,1,250,1,0.3
18212160,awadhi,awadhi,0.0,2,800,1,0.3
310063,"cafe, chinese",cafe,3.1,2,500,15,0.3
312214,cafe,cafe,3.4,2,600,50,0.3
309641,"north indian, chinese",north indian,2.9,2,800,6,0.3
306688,cafe,cafe,3.2,1,450,45,0.3
18440427,"north indian, continental, italian",north indian,0.0,2,600,3,0.3
312573,"north indian, chinese, fast food, street food",north indian,3.1,1,300,47,0.3
7983,bakery,bakery,3.5,1,200,94,0.3
302541,"north indian, chinese",north indian,3.7,1,400,331,0.3
7992,south indian,south indian,3.8,1,300,603,0.3
3695,"asian, continental, italian, north indian",asian,3.0,4,2600,579,0.3
4473,"north indian, south indian, chinese, street food, fast food, mithai, desserts",north indian,3.5,2,600,169,0.3
3250,"italian, lebanese, north indian",italian,3.5,3,1100,278,0.3
718,"american, tex-mex, italian, mexican, north indian",american,2.4,4,2000,221,0.7218045112781954
18272361,"north indian, mughlai",north indian,3.4,3,1100,120,0.3
18372695,"north indian, european, asian, mediterranean",north indian,3.4,3,1500,215,0.3
18265411,"tibetan, chinese",tibetan,2.7,1,350,212,0.3
18303706,desserts,desserts,4.5,1,250,324,0.3
18268698,"bakery, desserts",bakery,4.5,2,700,147,0.3
18264244,cafe,cafe,3.5,2,650,23,0.3
18277171,"chinese, thai, sushi",chinese,3.9,3,1500,199,0.3
18265419,"burger, american, fast food",burger,3.8,2,650,458,0.3
18233616,"cafe, tea",cafe,3.9,1,400,124,0.3
18366022,"chinese, thai, asian, japanese, korean, seafood",chinese,3.9,3,1400,173,0.3
18273551,cafe,cafe,3.7,2,600,64,0.3
18272346,"burger, desserts, fast food",burger,3.7,2,600,86,0.3
18268925,"pizza, fast food",pizza,3.7,2,900,214,0.3
18272379,beverages,beverages,3.8,1,400,169,0.3
18272355,"north indian, continental, mughlai, asian",north indian,3.9,3,1800,749,0.3
18268722,"italian, pizza, fast food",italian,3.9,3,1000,173,0.3
18273556,"italian, pizza",italian,3.9,3,1600,366,0.3
18272367,fast food,fast food,3.9,1,400,232,0.3
18258775,"mexican, fast food",mexican,3.6,2,550,397,0.3
18449092,"ice cream, desserts",ice cream,3.7,1,350,22,0.3
18461590,"bakery, desserts",bakery,3.5,2,500,13,0.3
18254530,"burger, fast food",burger,3.7,1,400,518,0.3
18336212,"lebanese, mediterranean, middle eastern, arabian",lebanese,3.8,3,1600,67,0.3
18268727,"continental, american, cafe",continental,4.1,3,1500,567,0.3
18268712,"mexican, american, italian",mexican,4.1,3,1500,750,0.3
18272353,"north indian, mughlai",north indian,4.1,3,1500,322,0.3
18261140,"asian, thai, chinese",asian,4.3,3,1600,428,0.3
18272357,"ice cream, desserts",ice cream,4.0,2,650,91,0.3
18303688,"north indian, thai, continental",north indian,4.0,3,1350,121,0.3
18268716,"parsi, iranian",parsi,4.0,3,1300,617,0.3
18264533,"asian, chinese, japanese",asian,4.2,2,750,316,0.3
2799,"north indian, mughlai",north indian,3.4,3,1500,67,0.3
2655,chinese,chinese,3.2,4,2000,27,0.3
301392,cafe,cafe,3.4,1,350,96,0.3
302727,"north indian, chinese, mughlai",north indian,3.1,2,650,112,0.3
311698,"raw meats, north indian, fast food",raw meats,2.6,1,350,12,0.3
307297,"north indian, chinese",north indian,2.5,2,600,24,0.3
3154,"north indian, mughlai, chinese",north indian,3.3,3,1500,129,0.3
18357543,north indian,north indian,3.9,2,650,44,0.3
3155,"north indian, chinese, thai",north indian,3.7,3,1200,330,0.3
18424581,"chinese, thai, fast food",chinese,0.0,2,600,3,0.3
18421057,"mediterranean, italian, continental, spanish, north indian",mediterranean,3.4,3,1800,299,0.3
18233620,"cafe, tea",cafe,3.6,1,400,46,0.3
300605,"burger, desserts, fast food",burger,3.7,2,600,481,0.3
